productID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
122,water,cetearyl alcohol,dimethicone,stearamidopropyl,dimethylamine,behentrimonium chloride,sunflower secret seed oil,rosemary leaf extract,ascorbic acid,panthenol,tocopherol acetate,chamomile extract,biotin,niacinamide,fragrance,dipropylene glycol,lactic acid,amodimethicone,sodium chloride,sodium edta,cetrimonium chloride,peg 7,propylheptyl ether,methylchloroisothiazolinone,methylisothiazolinone,amyl cinnamal,limonene,linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,water,cetearyl alcohol,stearamidopropyl dimethylamine,coconut oil,aloe barbadensis leaf juice,coconut fruit extract,fragrence (parfum),behentrimonium chloride,dipropylene glycol,lactic acid,potassium chloride,disodium edta,methylchloroisothiazolinone,methylisothiazolinone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,aloe barbadensis leaf juice,aquawater/eau,behentrimonium chloride,cetearyl alcohol,glyceryl stearate,isopropyl myristate,glycerin,alcohol,cetyl alcohol,cocos nucifera (coconut/nob oe coco) water,cocos nucifera (coconut/noix de coco) oil,carica pabaya fruit extract,plumeria alba flower extract,panthenol,fotyouaternium-10,polyquatemium-37,capryloyl glycerin/sebacic acid copolymer,diheptyl succinate,propylene glycol dicaprylate/dicaprate,ppg-1 trideceth-6,tapioca starch,fopylene glycol,dmdm mydantoin,diazolidinyl urea,iodopropynyl butylcarbamate,parfum/fragrance,limonene.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,aloe barbadensis leaf juice,aqua/water/eau,behentrimonium chloride,cetearyl alcohol,glycerin,cetyl alcohol,cocos cifera (coconut/noix de coco) water,butyrospermum parki (shea) er macadamia ternifolia seed oil,cocos nucifera (coconutnoix de coco) oil,panthenol,polyquaternium-10,polyquatemium-37,diheptyl succinate,capryloy! glycerin/sebacic acid copolymer,glyceryl stearate,alcohol,propylene glycol dicaprylate/dicaprate,tapioca starch,ppg-1 rideceth-6,propylene glycol,dmdm hydantoin,diazolidinyl urea,lodopropynyl butylcarbamate,parfum/fragrance,butylphenyl methylpropional,linalool,benzyl salicylate,hydroxycitronellal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,aloe barbadensis leaf juice,aqua/water/eau,cocos nucifera (coconut/noix de coca) oil,isopropyl myristate,cetearyl alcohol,cetyl alcohol,glyceryl stearate,peg-40 hydrogenated castor oil,cocos nucifera (coconut/noix de coco) water,butyrospermum parki(shea) butter,macadamia ternifolia seed oil,hydrogenated soybean oil,polyquaternium-37,microcrystalline wax (cera microcristallina),capryloyl glycerin/sebacic acid copolymer,diheptyl succinate,propylene glycol dicaprylate/dicaprate,ceteareth-20,ppg-1 trideceth-6,tapioca starch,stearic acid,propylene glycol,dmdm hydantoin,diezolidinyl urea,lodopropynyl butylcarbanate,parfum/fragrance,linalool,butylphenyl methylpropional,benzyl salicylate,hydroxycitronellal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,aloe barbadensis leaf juice,aqua/water/eau,sodium c14-16 olefin sulfonate,cocamidopropyl betaine,ppg-2 hydroxyethyl coco/lsostearamide,glycol distearate,cocos nucifera (coconut/noix de coco) water,bambusa arundinacea stem extract,ricinus communis (castor) seed oi melia azadirachta seed oil,chamomilla recutita atricaria) flower extract,polyquaternium-10,cocamidopropyl hydroxysultaine,sodium cocoyl isethionate,guar hydroxypropyltrimonium chloride,methyl gluceth-10,peg-120 metyl glucose dioleate,tapioca starch,sodium chloride,propylene glycol,sedium sulfate,derzolidinyl urea,iopropynyl burylcarbamate,parfum/fragrance,linalool,limonene,citral.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,water (aqua),isododecane,glycerin,c12-15 alkyl benzoate,perfluorodecalin,glycosphingolipids,rubus chamaemorus (cloudberry) seed oil,simmondsia chinesis (jojoba) seed oil,peg-75 shea butter glycerides,polyquaternium-11,xanthan gum,propylene glycol,diazolidinyl urea,iodopropynyl,butylcarbamate,fragrance (parfum),blue 1 (ci 42090),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,recicladas. incluye champu y acondicionador ngredients: water (aqua),sodium c14-16 olefin sulfonate,cocamidopropyl betaine,sodium cocoyi etnionate,cocamidopropyl hydroxysultaine,fragrance (parfum),biotin,hydrolyzed collage. yarolyzed wheat protein,ethyltrimonium chloride methacrylate/hydrolyzed wheat protein copolymer. polyquaternium-10,glycol distearate,peg-120 methyl glucose laureth-23,dimethicone,glycerin,propylene glycol,sodium chloride,citric acid,dmdm hydantoin,diazolidinyl urea,lodopropynyl butylcarbamate,17200),ext. violet 2 (ci 60730). dioleate,laureth-4,red 33 (ci b1670050417sig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,waler (aqua),betaine,sodium cocoyl isethionate,ocamidopropyl cocamidopropyl hydroxysultaine,hydrolyzed keratin,cocos nucifera (coconut) oil,persea gratissima (avocado) o theobroma cacao (cocoa) seed butter,panthenol,dimethicone,amodimethicone,glycol distearate,peg-120 methyl glucose dioleate,guar hydroxypropyltrimonium chloride,polyquaternium-6,polyquatemium-10,ppg-2 coco/lsostearamide,cetrimonium chloride,trideceth-12,glycerin,propylene glycol,sodium chioride,dmdm hydantoin,lodopropynyl butylcarbamate,fragrance (parfum),yellow 5 (ci 19140),red 40 (ci laureth-4,laureth-23,hydroxyethyl tetrasodium edta,citric acid,diazolidiny! urea,16035),blue 1 (ci 42090),2796 91886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,water (aqua),caprylic/capric triglyceride,disopropyl sebacate,glycerin,cetearyl alcohol,cetyl alcohol,ceteareth-20,cocos nucifera (coconut) oil,coffea arabica (coffee) seed extract,helianthus annuus (sunflower) seed oil,polyquaternium-7,stearyl alcohol,behenyl alcohol,carbomer,edta,sodium hydroxide,phenoxyethanol,benzoic acid,dehydroacetic acid,fragrance (parfum),disodium 796 92452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,a 7 leure 2796 970053 osoiaie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,aqua/water/eau,cetearyl alcohol,cetyl alcohol,behentrimonium chloride,glycerin,dimethicone,cocos nucifera (coconut/noix de coco) oil,cocos nucifera (coconut/noix de coco) fruit extract,hydrolyzed milk protein,albumen,hydrolyzed keratin,carthamus tinctorius (safflower/carthame) seed oil,panthenol,ethyl trisiloxane,glycol distearate,glycol stearate,ceteareth-20,tocopheryl acetate,isopropyl alcohol,citric acid,tetrasodium edta,dmdm hydantoin,phenoxyethanol,parfum/fragrance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,aqua/water/eau,sodium c14-16 olefin sulfonate,cocamidopropyl betaine,peg-120 methyl glucose dioleate,ppg-2 hydroxyethyl coco/lsostearamide,cymbidium grandiflorum flower extract,euterpe oleracea fruit extract,vitis vinifera (grape/grain de raisin) seed oil,malpighia glabra fruit extract,methoxycinnamate,polyquafernium-10,methyl gluceth-10,glycerin,propylene glycol,sodium chloride,butylene glycol,citric acid,caprylyl glycol,sodium sulfate,hexylene glycol,tetrasodium edta,leuconostoc/radish root ferment filtrate,ethylhexy diazolidinyl urea,lodopropynyl butylcarbamate,parfum/fragrance,benzyl benzoate,linalool,benzyl salicylate,hydroxycitronellal,limonene,citronellol,cl 17200/red 33.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,aqua/water/eau,cetearyl alcohol,glycerin,behentrimonium chloride,cetyi alohel,dimethicone,cymbidium grandiflorum flower extract,vitis vinifera (grape/grain de raisin) seed oil,euterpe oleracea fruit extract,malpighia glabra fruit extract,ethylhexyl methoxycinnamate,dimethiconol,cyclopentasiloxane,polyquaternium-37,propylene glycol dicaprylate/dicaprate,ppg-1 trideceth-6,propylene glycol,alcohol,butylene glycol,capryly glycol,sodium chloride,edta,leuconostoc/radish root ferment filtrate,urea,butylcarbamate,benzoate,salicylate,hydroxycitronellal,limonene,citronellol,cl 917jvl methoxycinnamate,cyclopentasiloxane,hexylene glycol,tetrasodium dmdm hydantoin,lodopropynyl parfum/fragrance,linalool,diazolidinyl benzyl 18m benzyl 17200/red 33.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,aqua/water/eau,sodium c14-16 olefin sulfonate,cocamidopropyl hydroxysulfaine,ppg-2 hydroxyethyl coco/isostearamide,sodium chloride,hydrolyzed keratin,cocos nucnera coconut/noix de coco) oil,persea gratissima (avocado/avocat) oi,theobroma cacao cocoa/cacao) seed butter,panthenol,dimethicone,amodimethicone,guar polyquaternium-6,hydroxypropyltrimonium chloride,polyquaternium-10,laureth-4,laureth-23,diazoldinyl butylcarbamate,urea,glycol distearate,peg-120 methyl glucose dioleate,cocamidopropyl betaine,trideceth-12,cetrimonium chloride,sodium hydroxide,propylene glycol,citric acid,sorbitan laurate,tetrasodium edta,lodopropynyl phenoxyethanol,ci 16035/red 40,cl 19140/yellow 5,parfum/fragrance,19140/yellow 5,ci 42090/blue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,aqua/water/eau,sodium c14-16 olefin sulfonate,cocamidopropyl hydroxysultaine,ppg-2 hydroxyethyl coco/lsostearamide,sodium chloride,argania spinosa (argan) kernel oil,panthenol,dimethicone,amodimethicone,glycol distearate,peg-120 methyl glucose dioleate,chloride,polyquatenium-6,polyquaternium-10,laureth-4,betaine,cetrimonium chloride,trideceth-12,citric acid,sodium hydroxide,edta,propylene glycol,diazoldinyl urea,lodopropynyl butylcarbamate,phenoxyethanol,parfum/fragrance,hexyl cinnamal,benzyl salicylate,butylphenyl linalool,limonene,alpha-isomethy lonone,benzyl benzoate,cl hydroxypropyltrimonium cocamidopropyl guar laureth-23,sorbitan laurate,tetrasodium methylproplonal,19140/yellow 5,cl 16035/red 40.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,aqua/water/eau,cetearyl alcohol,cetyl alcohol,behentrimonium chloride,glycerin,dimethicone,argania spinosa (argan) kernel oil,cocos nucifera (coconut / noix de coco) oil,persea gratissima (avocado / avocat) oil,theobroma cacao (cocoa / cacao) seed butter,aloe barbadensis leaf juice,hydrolyzed keratin,panthenol,ethyl trisiloxane,glycol distearate,glycol stearate,ceteareth-20,isopropyl alcohol,citric acid,tetrasodium edta,dmdm hydantoin,phenoxyethanol,parfum/fragrance,benzyl benzoate,benzyl salicylate,butylphenyl methylpropional,limonene,hexyl cinnamal,hydroxyisohexyl 3-cyclohexene carboxaldehyde,linalool,ci 16035/red 40,ci 19140/yellow 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,aqua/water/eau sodium c14-16 olefin sulfonate,cocamidopropyl betaine,ppg-2 hydroxyethyl coco/lsostearamide arundinacea stem extract protein,chamomilla recutita (matricaria) flower extract. pentaerythrityl caprylic/capric dimethicone bambusa,hydrolyzed soy peg-150 polyquaternium-10 tetrastearate peg-6 glycerides peg-7 laureth-7,polysorbate 20,peg-120 methyl glucose dioleate,glycerin,sodium chloride,lactic acid,sodium hydroxide,citric acid,tetrasodium edta,leuconostoc/radish root ferment filtrate,phenoxyethanol,diazolidinyl urea,parfum/fragrance,неxyl cinnamal,linalool,benzyl salicylate,ci 19140/yellow 5,ci 42090/blue 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,aqua/water/eau,sodium c14-16 olefin sulfonate,cocamidopropyl hydroxysultaine,ppg-2 hydroxyethyl coco/isostearamide,sodium chloride,hydrolyzed keratin,argania spinosa kernel oil,amodimethicone,dimethicone,cocamidopropyl betaine,peg-120 methyl glucose dioleate,guar hydroxypropyltrimonium chloride,glycol distearate,polyquaternium-6,laureth-23,cetrimonium chloride trideceth-12,sorbitan laurate,sodium hydroxide,propylene glycol,citric acid,tetrasodium edta,diazolidinyl urea,lodopropynyl butylcarbamate,sodium benzoate,salicylic acid,potassium sorbate,parfum/fragrance,butylphenyl methylpropional,coumarin,hexyl cinnamal,linalool,cl 19140/yellow 5,cli polyquaternium-10,laureth-4,phenoxyethanol,15985/yellow 6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,ricinus communis (castor) seed oil,octyldodecanol,isopropyl myristate,isopropyl lanolate,lanolin,microcrystalline wax,methylstyrene/vinyltoluene copolymer,copernicia cerifera (carnauba) wax,ozokerite,cetyl alcohol,euphorbia cerifera (candelilla) wax,caprylic/capric triglyceride,trioctyldodecyl citrate,vanilla flavor,retinyl palmitate,tocopheryl acetate,ascorbyl palmitate,panax ginseng root extract,camellia sinensis leaf extract,ginkgo biloba leaf extract,chamomilla recutita (matricaria) flower extract,aloe barbadensis leaf extract,tocopherol,bha,propylparaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,b,gredients inci : orqtinic aloe barbadensis fillet juice,badensi't,loat polysaccharides (aloosorwm) i actobacillus/arundinari(1 gionntea filtrate carbomer,ate (vitarnine 81),retinal palmitate a$cotl)jc acj(l (vitarninls c),glycerin (and) ( &quot,id) recutita f iow€vr extract i lydroxide. aroma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,??? “ ingredients: wateraquaeau,bifida ferment lysate methyl gluceth 20,peg-75 bis-peg-18 methylether dimethyl silane butylene glycol propanediol cola acuminata (kola) seed extract,hydro lyzed algin,pantethine caffeine lecithin tripeptide-32,ethyl hexylglycerin sodium rna bisabolol glycereth-26 squalane sodium hyaluronate oleth-3 phosphate caprylyl glycollac ferment oleth3,5 tobacillus -oleth-,anthemis nobilis (cham omile)yeast extractifaexextrait de levure choleth-24. hydro genated lecithin ceteth-24 - tocopheryl acetate ethylhexyl meth oxycinnamatehexylene glycol carbomer,triethanolamine tr sodium edta,bht,xanthan gum,phenoxyethanol,red 4 (ci 14700). yellow 5 (ci 19140)  ”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,prunus amygdalus dulcis oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,aqua,sodium laureth sulfate,cocamidopropyl betaine,sodium chloride,glycerin,lactic acid,polyquaternium-7,parfum,styrene/acrylates copolymer,sodium hydroxide,disodium edta,sodium benzoate. safotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,ethyl acetate,butyl acetate,nitrocellulose,silica,tribenzoin,polyethylene terephthalate,isopropyl alcohol,propyl acetate,acetyl tributyl citrate,adipic acid/neopentyl glycol/trimellitic anhydride copolymer,synthetic fluorphlogopite,calcium aluminum borosilicate,stearalkonium bentonite,benzophenone-1,triacetin,tetrabutyl phenyl hydroxybenzoate,serica ((silk powder) poudre de soie),polyurethane-11,n-butyl alcohol,ppg-2 dimethicone,alumina,dimethicone,citric acid,malic acid,phosphoric acid,aqua ((water) eau),stearalkonium hectorite,calcium sodium borosilicate,calcium aluminum borosilicate,black 2 (ci 77266) [nano] (???),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,dipropylene glycol,water,propylene glycol,sodium stearate,sodium bicarbonate (baking soda),coriandrum sativum (coriander) fruit oil,rosmarinus officinalis (rosemary) leaf oil,lavandula hyhrida (lavandin) oil,fragrance,ethylhexylglycerin,octenidine hc tetrasodium edta,allantoin questions or comments? 72015672 o 19124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,roasted peanuts,sugar,hydrogenated vegetable oil (rapeseed oil,cotton,and soybean),salt,peanut oil,emulsifier: monoglycerides,molasses,cornstarch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,aluminum zirconium trichlorohydrex gly 18% (anhydrous).cyclopentasiloxane,stearyl alcohol,mineral oil,dimethicone,talc,petrolatum,nydrogenated castor oil,ppg-14 butyl ether,cyclodextrin,behenyl alcohol,fragrance&quot,masking fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,clopentasiloxane,stearyl alcohol,neral oil,dimethicone,talc,pedrolatum,hydrogenated castor oppg-14 butyl ether,fragrance,cyclodextrin,behenyl alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,ingredients/ingrédients : water/eau,sodium laureth sulfate,sodium chloride,sodium lauryl sulfate,fragrance/parfum,cocamidopropyl betaine citric acid,sodium benzoate,disodium edta,methylchloroisothia - zolnone,methylisothia - 2olinone,blue 1,yellow 5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,inactive ingredients cyclopentasiloxane,steary alcohol,mineral oil,dimethicone,talc,petrolatum,hydrogenated castor oil,cyclodextrin,ppg-14 buty ether,fragrance,c20-40 pareth-10,behenyl alcohal 4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,inactive ingredients/ ingrédients inactifs water / eau,sodium laureth sulfate,cocamide mea,sodium xylenesulfonate,zinc carbonate,glycol distearate,sodium lauryl sulfate,cocamidopropyl betaine,dimethicone,fragrance /parfum,sodium chloride,menthol,guar hydroxypropyltrimonium chloride,sodium benzoate,stearyl alcohol,magnesium carbonate hydroxide,cetyl alcohol,polyquaternium-76,mentha piperita (peppermint) oil,mentha arvensis leaf oil,melaleuca alternifolia (tea tree) leaf oil,yellow 5,methylchloroisothiazolinone,blue 1,methylisothiazolinone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,inactive ingredients water,sodium laureth sulfate,zinc carbonate,glycol distearate,cocamide mea,cocamidopropyl betaine,dimethicone,sodium xylenesulfonate,sodium chloride,fragrance,guar hydroxypropyltrimonium chloride,sodium benzoate,caffeine,polyquaternium-10,stearyl alcohol,magnesium carbonate hydroxide,cetyl alcohol,methylchloroisothiazolinone,methylisothiazolinone,menthol,vostiong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,semisweet chocolate (sugar,chocolate,chocolate processed with alkali,cocoa butter,milkfat,soy lecithin,artificial and natural flavors).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,semisweet chocolate (sugar,chocolate,chocolate processed with alkali,cocoa butter,milkfat,soy lecithin,natural and artificial flavors).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,milk chocolate (sugar,cocoa butter,skim milk,chocolate,milkfat,lactose,soy lecithin,artificial flavor).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,sweet chocolate (sugar,chocolate,chocolate processed with alkali,cocoa butter,milkfat,skim milk,lactose,soy lecithin,artificial and natural flavors),almonds,tbhq to maintain freshness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,semisweet chocolate (sugar,chocolate,chocolate processed with alkali,cocoa butter,milkfat,soy lecithin,natural and artificial flavors),white chocolate (sugar,cocoa butter,skim milk,milkfat,soy lecithin,salt,natural flavor,pgpr),natural flavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,creamer (partially hydrogenated soybean oil,corn syrup solids,sodium caseinate,mono and diglycerides,dipotassium phosphate,soy lecithin),modified corn starch,wheat flour,textured vegetable protein [(soy flour,caramel color),sugar,hydrolyzed corn,soy,and wheat gluten],salt,maltodextrin,dehydrated sausage (made from pork),dried chicken fat (nonfat dry milk),spices,hydrolyzed soy protein,dextrose,monosodium glutamate,autolyzed yeast extract,titanium dioxide,dehydrated onion,natural flavors,malt extract (barley),torula yeast,disodium inosinate,disodium guanylate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
